service,entityType,name,label,type,maxLength,key,selectProperty
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,IsIntrastatReportingRelevant,Intrastat Relevance,Boolean,,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TransportationOrderUUID,Transportation Order UUID,Guid,,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MeasuringPointDescription,Description,String,40.0,,
API_WAREHOUSE_RESOURCE_2,WAREHOUSERESOURCETYPE,EWMResourceGroup,Resource Group,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,SalesDocumentItemType,Item Type,String,1.0,,
API_SALESORDER,SALESORDER_TYPE,OverallOrdReltdBillgStatus,Order-Related Billing Status,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,Customer,Customer,String,10.0,,
API_SALESORDER,SALESORDERITEM_TYPE,FixedValueDate,Fixed Value Date,Date,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,CompanyCode,Company Code,String,4.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspEquipCapacityVolumeUnit,Equipment Capacity Volume UoM,String,3.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,EffectiveAmount,Effective value,Decimal,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,PlndOrderPlannedStartTime,Order Start Time,TimeOfDay,,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYHEADTYPE,ReceivingOffice,Location Number,String,20.0,,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,MasterLanguage,Master Language,String,2.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,FactoryCalendar,Factory Calendar,String,2.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,SDDocumentCategory,SD Document Category,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,CustomerTaxClassification1,Tax Class.1 Customer,String,1.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,DebitCreditCode,Debit Credit Code,String,1.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,LastChangeDate,Changed On,Date,,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODSALESDOCITEM_TYPE,SalesDocument,Sales Document,String,10.0,True,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,SAP__Messages,,Other,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BillingPeriodOfPerfEndDate,Per. of Perf. End,Date,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,WBSDescription,WBS Element Name,String,40.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,InternationalArticleNumber,EAN/UPC,String,18.0,,
API_FREIGHTORDER,FREIGHTORDEREVENT_TYPE,TranspOrdEvtActualDateTimeZone,Event Actual Time Zone,String,6.0,,
API_SALESORDER,SALESORDER_TYPE,SalesGroup,Sales Group,String,3.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,TechnicalObjectType,Object Type,String,10.0,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATETRANS_TYPE,CompanyCode,Company Code,String,4.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,OpLtstSchedldTrdwnStrtTme,Teardown Start Time,TimeOfDay,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,ProfitCenter,Profit Center,String,10.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEMPARTNER_TYPE,BusinessPartnerAddressUUID,GUID of a Business Partner Address,Guid,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BillingDocumentRequestItem,Billing Doc. Request Item,String,6.0,True,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterFmlaParamValue5,Formula Parameter Value 5,Decimal,,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,DocumentCurrency,Document Currency,String,3.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnOrigin,Creation indicator,String,1.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,Subtotal1Amount,Subtotal 1,Decimal,,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODUCTMRPAREABATCH_TYPE,Batch,Batch,String,10.0,True,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,OrderItemQtyToBaseQtyNmrtr,Equal To,Decimal,,,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,LastChangedByUser,Changed By,String,12.0,,
API_SALESORDER,SALESORDERITEM_TYPE,DeliveryDateTypeRule,Deliv Date Rule,String,1.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,FixedValueDate,Fixed Value Date,Date,,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,SAP__Messages,,Other,,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemParentItemUUID,Parent Item UUID,Guid,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnSSPCatalog,Web Service ID,String,20.0,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,OpenAmountInTransCrcy,Origl Amt Trans Crcy,Decimal,,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODUCTMRPAREABATCH_TYPE,SAP__Messages,,Other,,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,BaseUnit,Base Unit of Measure,String,3.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,SAP__Messages,,Other,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,EmrkdFndsItmManualEditBlock,Item Block,String,2.0,,
API_RETAILPROMOTION,A_RETAILPROMOTIONITEM_TYPE,Product,Product,String,18.0,True,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WarehouseProcessType,Whse Process Type,String,4.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,WBSElementExternalID,WBS Element,String,24.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,OverallSDDocumentRejectionSts,Rejection Status,String,1.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,LogicalSystem,Logical System,String,10.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TranspOrdLifeCycleStatus,Lifecycle Status,String,2.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceContractItemStatus,Life Cycle Status,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,InvoiceIsExpected,Invoice Receipt,Boolean,,,
API_SALESORDER,SALESORDER_TYPE,SalesOrganization,Sales Organization,String,4.0,,
API_RETAILPROMOTION,A_RTLPROMNGLOBALSTOREGROUP_TYPE,RetailPromotionStoreGroup,Class,String,18.0,True,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterStandardWorkQtyUnit4,Work Quantity Unit 4,String,3.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ProjBillgReqItmLastChgdDteTme,Item Changed On,DateTimeOffset,,,
API_SALESORDER,SALESORDER_TYPE,DeliveryBlockReason,Delivery Block,String,2.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,SpecialStockIdfgSalesOrder,,String,10.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,DistributionChannel,Distribution Channel,String,2.0,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDOWNTIME_TYPE,CreatedByUser,Created By,String,12.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,PerformancePeriodStartDate,Start of Performance Period,Date,,,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,OrderQuantityUnit,Order Unit,String,3.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,OrderPriceUnitToOrderUnitNmrtr,Quantity Conversion,Decimal,,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,VariableSizeComponentQuantity,VSI Quantity,Decimal,,,
API_RFM_ASSORTMENT_MODULE,EXPLCTASSTMTMDLUSRPRODEXCLSNTYPE,AssortmentModuleUUID,Assortment UUID,Guid,,True,
API_RFM_ASSORTMENT_MODULE,PRODUCTTOEXPLICITASSORTMENTMDLTYPE,ProductIsMandatoryInAssortment,Mandatory,Boolean,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,SDDocumentCategory,SD Document Category,String,4.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,PurgDocFollowOnDocumentType,Follow-On Document Type,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,Subtotal2Amount,Subtotal 2,Decimal,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,ReferenceDocumentType,Reference Transact.,String,5.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BusinessSolutionOrderItem,Solution Order Item,String,6.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,PlannedOrderLastChangeDateTime,Change Time Stamp,DateTimeOffset,,,
API_SALESORDER,SALESORDERITEM_TYPE,ProductConfiguration,Configuration,String,18.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSEORDERTYPE,WarehouseOrderStatus,Whse Order Status,String,1.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,IncotermsTransferLocation,Incoterms (Part 2),String,28.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUEST_TYPE,SalesDocument,SD Document,String,10.0,,
API_RETAILPROMOTION,A_RETAILPROMOTION_TYPE,RtlPromnAllocTableStatus,Alloc. table status,String,1.0,,
API_RFM_ASSORTMENT_MODULE,PRODUCTTOEXPLICITASSORTMENTMDLTYPE,SAP__Messages,,Other,,,
API_RFM_ASSORTMENT_MODULE,PRODUCTTOEXPLICITASSORTMENTMDLTYPE,SAP__Messages,,Other,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ReferenceLogicalSystem,Logical System,String,10.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurchaseRequisition,Purchase Requisition,String,10.0,True,True
API_SALESORDER,SALESORDER_TYPE,OverallBillingBlockStatus,Billing Block Status,String,1.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,CustomerTaxClassification7,Tax Class.7 Customer,String,1.0,,
API_WORK_CENTER,WORKCENTERCAPACITYINTERVALTYPE,IntervalStartDate,Valid From,Date,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ReferenceDeliveryAddressID,Address,String,10.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,ConsigneeUUID,Ship-to Party UUID,Guid,,,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULETYPE,AssortmentModuleName,Assortment Module,String,100.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,CashDiscount1Days,Days 1,Decimal,,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,OperationLatestStartDate,Latest Start Date,Date,,,
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,WorkCenterTypeCode,Object Type,String,2.0,True,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,PurchasingDocumentCategory,Purch. Doc. Category,String,1.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WarehouseOrderCreationRule,WO Creation Rule,String,4.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,Sequence,Sequence,String,6.0,,
API_RE_SPACEGROUPTYPE,RESPACEGROUPTYPETEXT_TYPE,REIntegObjSpaceGroupType,Group Type,String,4.0,True,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,SrvcContrExternalReference,Ref. Number,String,80.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityLastChangeDateTime,Capacity Last Change Date Time,DateTimeOffset,,,
API_SALESORDER,SALESORDER_TYPE,ControllingArea,Controlling Area,String,4.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,TargetAmount,Target Value,Decimal,,,
API_SALESORDER,SALESORDERITEM_TYPE,HigherLevelItem,Higher-Level Item,String,6.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,ScheduledBasicEndTime,Earliest finish,TimeOfDay,,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYHEADTYPE,EWMDeliveryDocumentType,Document Type,String,4.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceContractHasError,Error Status,Boolean,,,
API_RFM_ASSORTMENT_MODULE,PRODUCTTOEXPLICITASSORTMENTMDLTYPE,AssortmentModuleUUID,Assortment UUID,Guid,,True,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,AvailableCapacityShift,Capacity Shift,String,1.0,True,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,CreditControlArea,Credit Control Area,String,4.0,,
API_SALESORDER,SALESORDERITEM_TYPE,RequestedQuantitySAPUnit,Requested Qty Unit,String,3.0,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODASSGDSOLDTOPTY_TYPE,SAP__Messages,,Other,,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,CreationDate,Created On,Date,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,DocumentCurrency,Currency,String,3.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,StorageLocation,Storage Location,String,4.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,NetPriceQuantity,Price Unit,Decimal,,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,MatlCompIsFollowUpMaterial,Component is Follow-Up Material,Boolean,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,BR_CFOPCategory,Mat. CFOP category,String,2.0,,
API_SALESORDER,SALESORDER_TYPE,TransactionCurrency,Document Currency,String,3.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,MaterialQtyToBaseQtyNmrtr,Numerator,Decimal,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapOverloadThresholdInPercent,Overload (%),String,3.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,StandardCarrierAlphaCode,SCAC,String,4.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,BOMItemText2,Item Text 2,String,40.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ProductTaxClassification9,Tax Class.9 Material,String,1.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,TargetQuantityInBaseUnit,Target Quantity Base,Decimal,,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspEquipmentIsShipperOwned,Shipper-Owned Cont.,Boolean,,,
API_SRVCCANCELLATIONREASON,SRVCCANCELLATIONREASONTEXT_TYPE,ServiceContrCanclnReasonName,Description,String,40.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnItemBlockingReasonText,Blocking Text,String,60.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ProductSeasonYear,Season Year,String,4.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceDocNetAmount,Net Value,Decimal,,,
API_SALESORDER,SALESORDER_TYPE,IncotermsClassification,Incoterms,String,3.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,DocumentItemText,Text,String,50.0,,
API_RETAILPROMOTION,A_RTLPROMNLOCLSTOREGRPSTORE_TYPE,Store,Plant,String,4.0,True,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,PlanningPutawayStatus,Status Value,String,1.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,BudgetPeriod,Budget Period,String,10.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,EmrkdFndsDocItmCreationDate,Entered On,Date,,,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,CreatedByUser,Created By,String,12.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurgProductMarketabilityStatus,Prod. Marktablty Sts,String,1.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,CashDiscount2Percent,CD Percentage 2,Decimal,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNTYPE,SAP__Messages,,Other,,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,NetPaymentDays,Days Net,Decimal,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,UnlimitedOverdeliveryIsAllowed,Unltd Overdelivery,Boolean,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,Country,Dest. Country/Region,String,3.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MeasuringPointIsInactive,MeasPoint inactive,Boolean,,,
API_CNSLDTNFSITEMHIERARCHY,CNSLDTNFSITEMHIERARCHYNODE_TYPE,SignIsInverted,Sign is Inverted,Boolean,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,AccountingPostingStatus,Posting Status,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurgItemIsBlockedForDelivery,Shipping block,Boolean,,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,OperatingDurationInSeconds,Operating Duration,Int32,,,
API_SALESORDER,SALESORDER_TYPE,OvrlTrdCmplncSnctndListChkSts,Screening Status,String,1.0,,
API_SALESORDER,SALESORDER_TYPE,ReferenceSDDocumentCategory,Reference Document Category,String,4.0,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,GoodsMovementBin,Stor. Bin GM Posting,String,18.0,,
API_RETAILPROMOTION,A_RTLPROMNLOCALSTOREGROUP_TYPE,SAP__Messages,,Other,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUEST_TYPE,ProjBillgReqLastChgdAtDteTme,Changed On,DateTimeOffset,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ProductTaxClassification6,Tax Class.6 Material,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ConsumptionPosting,Consumption,String,1.0,,
API_SALESORDER,SALESORDERITEM_TYPE,TrdCmplncEmbargoSts,Embargo Status,String,1.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TranspOrderSubcontrgSts,Subcontr. Status,String,2.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,CommitmentItem,Commitment Item,String,24.0,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDOWNTIME_TYPE,PRAEffectiveFromDateTime,Effective from TS,DateTimeOffset,,True,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,CommodityCode,Commodity Code,String,30.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ProductCharacteristic1,Characteristic 1,String,18.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYINTERVALTYPE,CapacityInternalID,Capacity ID,String,8.0,True,
API_CNSLDTNPLANT,CNSLDTNPLANTTEXT_TYPE,CnsldtnIsAdditionalMasterData,Is Additional Master Data,Boolean,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,MRPArea,MRP Area,String,10.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspBaseDocument,Business Tr. Doc. ID,String,35.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,ReferenceDocSDDocCategory,Source Doc. Category,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,Language,Language Key,String,2.0,,
API_CNSLDTNMATERIALGROUP,CNSLDTNMATERIALGROUP_TYPE,SAP__Messages,,Other,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ManualDeliveryAddressID,Address,String,10.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,ShiftStartTime,Start Time,TimeOfDay,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,MaterialPlannedDeliveryDurn,Planned Deliv. Time,Decimal,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,TransactionTypeDetermination,Transaction,String,3.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ProjBillgReqItmSourceType,PBR Item SourceType,String,1.0,,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,ProcmtHubPurRequisitionItem,Item of requisition,String,5.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemQuantity,Quantity,Decimal,,,
API_MEASURINGPOINT,MEASURINGPOINTLONGTEXTTYPE,SAP__Messages,,Other,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,ProductionVersion,Production Version,String,4.0,,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,LogicalSystem,Logical System,String,10.0,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATEHDR_TYPE,PRACreationDateTime,Short Time Stamp,DateTimeOffset,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterFmlaParamUnit3,Formula Parameter Unit 3,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,CustomerPriceGroup,Customer Price Group,String,2.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,PaymentMethod,Payment Method,String,1.0,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYHEADTYPE,EWMInboundDelivery,Document Number,String,35.0,True,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,LastChangeDate,Changed On,Date,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,IsEndOfPurposeBlocked,Busin. Purp. Cmpltd.,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,DiversionStatus,Diversion Status,String,1.0,,
API_SALESORDER,SALESORDERITEM_TYPE,DeliveryBlockStatus,Delivery Block Status,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurgConfigurableItemNumber,Hierarchy Number,String,40.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,AdditionalMaterialGroup2,Material Group 2,String,3.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurchaseRequisitionPrice,Valuation Price,Decimal,,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,CharcValueUnit,Internal UoM,String,3.0,,
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,CapacityCategoryCode,Capacity Category,String,3.0,,
API_SALESORDER,SALESORDERITEM_TYPE,DeliveryStatus,Delivery Status,String,1.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,Plant,Plant,String,4.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,MRPController,MRP Controller,String,3.0,,
API_SALESORDER,SALESORDER_TYPE,OvrlItmGeneralIncompletionSts,Incompletion Status (Items),String,1.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,PaymentMethod,Payment Method,String,1.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ProjectBillingElementUUID,PBE UUID,Guid,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,SalesOrder,Sales Order,String,10.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemGrossWeight,Gross Weight,Decimal,,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MsrgPtMaximumToleranceQuantity,Upper Msmt Tolerance,Double,,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,WBSElementExternalID,WBS Element,String,24.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,PricingScaleQuantityInBaseUnit,Scale Quantity,Decimal,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,HandlingUnitTypeGroup,HU Type Group,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,TransactionCurrency,Document Currency,String,3.0,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATEHDR_TYPE,WellCompletion,Well Completion,String,5.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnPriceQuantity,Price Unit,Decimal,,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODSALESDOCITEM_TYPE,Product,Material,String,18.0,True,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceContractEndDateTime,Contract End Date,DateTimeOffset,,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspEquipRegistrationCountry,Country/Region Key,String,3.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,SupplyingPlant,Supplying Plant,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTTEXT_TYPE,LongTextID,Text ID,String,4.0,True,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PricingDocument,Doc. Condition No.,String,10.0,,
API_RETAILPROMOTION,A_RETAILPROMOTIONLOCALSTOREGROUPT_TYPE,RetailPromotion,Retail Promotion,String,10.0,True,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemGrossVolumeUnit,Item Gross Volume Unit,String,3.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnSourceOfSupplyType,Purch. Doc. Category,String,1.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,FundedProgram,Funded Program,String,24.0,,
API_SALESORDER,SALESORDERITEMPRICINGELMNT_TYPE,PricingProcedureStep,Step Number,String,3.0,True,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TranspPurgGroup,Purchasing Group,String,8.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,QuotaArrangementItem,Quota Arrangement Item,String,3.0,,
API_SALESORDER,SALESORDERITEM_TYPE,MaterialByCustomer,Customer Material,String,35.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,FollowUpMaterialIsNotActive,Follow-Up Material is Active,Boolean,,,
